cik,name,sic4,sic1,sic2,sic3,countryba,bas1
1563922_GREENBACKER RENEWABLE ENERGY CO LLC,GREENBACKER RENEWABLE ENERGY CO LLC,4911,40,49,491,US,C/O GREENBACKER CAPITAL MANAGEMENT LLC
"1564406_OAK STREET HEALTH, INC.","OAK STREET HEALTH, INC.",8000,70,80,800,US,"30 W. MONROE ST., STE. 1200"
1564408_SNAP INC,SNAP INC,7370,70,73,737,US,3000 31ST STREET
1672619_IMARA INC.,IMARA INC.,2834,20,28,283,US,1309 BEACON STREET
1875943_VMG CONSUMER ACQUISITION CORP.,VMG CONSUMER ACQUISITION CORP.,6770,60,67,677,US,39 MESA STREET
1703057_ABCELLERA BIOLOGICS INC.,ABCELLERA BIOLOGICS INC.,2834,20,28,283,CA,2215 YUKON STREET
932787_STMICROELECTRONICS N.V.,STMICROELECTRONICS N.V.,3674,20,36,367,NL,WTC SCHIPHOL AIRPORT
1326141_LAZARD GROUP LLC,LAZARD GROUP LLC,6282,60,62,628,US,30 ROCKEFELLER PLAZA
1311370_LAZARD LTD,LAZARD LTD,6282,60,62,628,BM,CLARENDON HOUSE
"1652535_ICHOR HOLDINGS, LTD.","ICHOR HOLDINGS, LTD.",3674,20,36,367,US,3185 LAURELVIEW CT.
"1611052_PROCORE TECHNOLOGIES, INC.","PROCORE TECHNOLOGIES, INC.",7372,70,73,737,US,6309 CARPINTERIA AVE.
1353282_MANAGED FUTURES PREMIER WARRINGTON L.P.,MANAGED FUTURES PREMIER WARRINGTON L.P.,6221,60,62,622,US,"C/O WARRINGTON GP, LLC"
"1591587_ASSETMARK FINANCIAL HOLDINGS, INC.","ASSETMARK FINANCIAL HOLDINGS, INC.",6282,60,62,628,US,"1655 GRANT STREET, 10TH FLOOR"
"1716621_RA MEDICAL SYSTEMS, INC.","RA MEDICAL SYSTEMS, INC.",3841,20,38,384,US,1670 HIGHWAY 160 WEST
1853928_ANTHEMIS DIGITAL ACQUISITIONS I CORP,ANTHEMIS DIGITAL ACQUISITIONS I CORP,6770,60,67,677,US,142 GREENE STREET
1847152_SKYDECK ACQUISITION CORP.,SKYDECK ACQUISITION CORP.,6770,60,67,677,US,"225 DYER STREET, 2ND FLOOR"
1383055_INVESCO DB GOLD FUND,INVESCO DB GOLD FUND,6221,60,62,622,US,3500 LACEY ROAD
1383054_INVESCO DB SILVER FUND,INVESCO DB SILVER FUND,6221,60,62,622,US,3500 LACEY ROAD
"1594555_HV BANCORP, INC.","HV BANCORP, INC.",6022,60,60,602,US,"2005 SOUTH EASTON ROAD, SUITE 304"
1814287_EAST RESOURCES ACQUISITION CO,EAST RESOURCES ACQUISITION CO,6282,60,62,628,US,7777 NW BEACON SQUARE BLVD
"1564618_INDEPENDENT BANK GROUP, INC.","INDEPENDENT BANK GROUP, INC.",6022,60,60,602,US,7777 HENNEMAN WAY
1564708_NEWS CORP,NEWS CORP,2711,20,27,271,US,1211 AVENUE OF THE AMERICAS
1566011_PBF HOLDING CO LLC,PBF HOLDING CO LLC,2911,20,29,291,US,"ONE SYLVAN WAY, SECOND FLOOR"
"1566469_NANTHEALTH, INC.","NANTHEALTH, INC.",7374,70,73,737,US,3000 RDU CENTER DRIVE
"1567683_CLEARWAY ENERGY, INC.","CLEARWAY ENERGY, INC.",4911,40,49,491,US,"300 CARNEGIE CENTER, SUITE 300"
1567892_MALLINCKRODT PLC,MALLINCKRODT PLC,2834,20,28,283,IE,COLLEGE BUSINESS & TECHNOLOGY PARK
"1567925_SILA REALTY TRUST, INC.","SILA REALTY TRUST, INC.",6798,60,67,679,US,1001 WATER STREET
"1568100_PAGERDUTY, INC.","PAGERDUTY, INC.",7372,70,73,737,US,600 TOWNSEND STREET #200
"1568162_NECESSITY RETAIL REIT, INC.","NECESSITY RETAIL REIT, INC.",6798,60,67,679,US,650 FIFTH AVE
"1568651_OSCAR HEALTH, INC.","OSCAR HEALTH, INC.",6324,60,63,632,US,75 VARICK STREET
"1569187_ARMADA HOFFLER PROPERTIES, INC.","ARMADA HOFFLER PROPERTIES, INC.",6500,60,65,650,US,222 CENTRAL PARK AVENUE
"1569345_SPRINKLR, INC.","SPRINKLR, INC.",7372,70,73,737,US,29 WEST 35TH STREET
"1570562_EVOLUS, INC.","EVOLUS, INC.",2834,20,28,283,US,520 NEWPORT CENTER DRIVE
1570585_LIBERTY GLOBAL PLC,LIBERTY GLOBAL PLC,4841,40,48,484,GB,161 HAMMERSMITH ROAD
1571123_SCIENCE APPLICATIONS INTERNATIONAL CORP,SCIENCE APPLICATIONS INTERNATIONAL CORP,7373,70,73,737,US,12010 SUNSET HILLS ROAD
"1571283_REXFORD INDUSTRIAL REALTY, INC.","REXFORD INDUSTRIAL REALTY, INC.",6798,60,67,679,US,"11620 WILSHIRE BOULEVARD, SUITE 1000"
"1571949_INTERCONTINENTAL EXCHANGE, INC.","INTERCONTINENTAL EXCHANGE, INC.",6200,60,62,620,US,"5660 NEW NORTHSIDE DRIVE,"
1571996_DELL TECHNOLOGIES INC.,DELL TECHNOLOGIES INC.,3571,20,35,357,US,ONE DELL WAY
"1573221_THEREALREAL, INC.","THEREALREAL, INC.",5900,52,59,590,US,55 FRANCISCO STREET
1573516_MURPHY USA INC.,MURPHY USA INC.,5500,52,55,550,US,200 PEACH STREET
1574085_BRAEMAR HOTELS & RESORTS INC.,BRAEMAR HOTELS & RESORTS INC.,6798,60,67,679,US,14185 DALLAS PARKWAY
"1574197_FIVE POINT HOLDINGS, LLC","FIVE POINT HOLDINGS, LLC",6500,60,65,650,US,"2000 FIVEPOINT, 4TH FLOOR"
1574540_PHYSICIANS REALTY TRUST,PHYSICIANS REALTY TRUST,6798,60,67,679,US,309 N. WATER STREET
1575311_BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,6798,60,67,679,US,C/O BROOKFIELD OFFICE PROPERTIES INC.
1017110_GENETHERA INC,GENETHERA INC,2836,20,28,283,US,3051 W 105TH AVENUE
"1746278_GOLOGIQ, INC.","GOLOGIQ, INC.",7370,70,73,737,US,"85 BROAD STREET, 16-079"
1418302_RENEWABLE ENERGY ACQUISITION CORP.,RENEWABLE ENERGY ACQUISITION CORP.,6770,60,67,677,US,10935 57TH AVE NO.
"1611282_PISHPOSH, INC.","PISHPOSH, INC.",5960,52,59,596,US,1915 SWARTHMORE AVENUE
1651958_EOS INC.,EOS INC.,2844,20,28,284,TW,"7F.-1, NO. 162, SEC. 2,"
"1668370_TOUGHBUILT INDUSTRIES, INC","TOUGHBUILT INDUSTRIES, INC",3420,20,34,342,US,25371 COMMERCENTRE DRIVE
"748790_GLOBAL CLEAN ENERGY HOLDINGS, INC.","GLOBAL CLEAN ENERGY HOLDINGS, INC.",2860,20,28,286,US,"2790 SKYPARK DRIVE, SUITE 105"
"1335112_LOGIQ, INC.","LOGIQ, INC.",7389,70,73,738,US,"85 BROAD STREET, 16-079"
1805526_JANOVER INC.,JANOVER INC.,6163,60,61,616,US,6401 CONGRESS AVE
1923780_NORTHANN CORP.,NORTHANN CORP.,3089,20,30,308,US,9820 DINO DRIVE
1879403_LA ROSA HOLDINGS CORP.,LA ROSA HOLDINGS CORP.,6531,60,65,653,US,1420 CELEBRATION BLVD
"1575965_GAMING & LEISURE PROPERTIES, INC.","GAMING & LEISURE PROPERTIES, INC.",6798,60,67,679,US,"845 BERKSHIRE BLVD, SUITE 200"
1576018_SIRIUSPOINT LTD,SIRIUSPOINT LTD,6331,60,63,633,US,ONE WORLD TRADE CENTER
"1576280_GUARDANT HEALTH, INC.","GUARDANT HEALTH, INC.",8071,70,80,807,US,3100 HANOVER STREET
1576427_CRITEO S.A.,CRITEO S.A.,7311,70,73,731,FR,32 RUE BLANCHE
1576789_WIX.COM LTD.,WIX.COM LTD.,7370,70,73,737,IL,5 YUNITSMAN ST.
"1576885_ACUMEN PHARMACEUTICALS, INC.","ACUMEN PHARMACEUTICALS, INC.",2836,20,28,283,US,427 PARK ST.
"1576940_CENTURY COMMUNITIES, INC.","CENTURY COMMUNITIES, INC.",1531,15,15,153,US,"8390 E. CRESCENT PKWY., SUITE 650"
"1576942_STITCH FIX, INC.","STITCH FIX, INC.",5961,52,59,596,US,1 MONTGOMERY STREET
"1577134_TERRA INCOME FUND 6, LLC","TERRA INCOME FUND 6, LLC",6798,60,67,679,US,205 WEST 28TH STREET
1577670_LADDER CAPITAL CORP,LADDER CAPITAL CORP,6798,60,67,679,US,"320 PARK AVENUE, 15TH FLOOR"
"1577916_PREMIER, INC.","PREMIER, INC.",8741,70,87,874,US,13034 BALLANTYNE CORPORATE PLACE
"1578732_MARCUS & MILLICHAP, INC.","MARCUS & MILLICHAP, INC.",6531,60,65,653,US,23975 PARK SORRENTO
1579091_MAPLEBEAR INC.,MAPLEBEAR INC.,7389,70,73,738,US,"50 BEALE STREET, SUITE 600"
1579241_ALLEGION PLC,ALLEGION PLC,7381,70,73,738,IE,BLOCK D IVEAGH COURT
"1579684_GANNETT CO., INC.","GANNETT CO., INC.",2711,20,27,271,US,7950 JONES BRANCH DRIVE
1579877_OUTFRONT MEDIA INC.,OUTFRONT MEDIA INC.,6798,60,67,679,US,405 LEXINGTON AVENUE
"1580670_LGI HOMES, INC.","LGI HOMES, INC.",1531,15,15,153,US,"1450 LAKE ROBBINS DRIVE, SUITE 430"
"1580808_A10 NETWORKS, INC.","A10 NETWORKS, INC.",3576,20,35,357,US,2300 ORCHARD PKWY
"1580905_INSTALLED BUILDING PRODUCTS, INC.","INSTALLED BUILDING PRODUCTS, INC.",1520,15,15,152,US,"495 SOUTH HIGH STREET, SUITE 50"
1581068_BRIXMOR PROPERTY GROUP INC.,BRIXMOR PROPERTY GROUP INC.,6798,60,67,679,US,450 LEXINGTON AVENUE
"1581760_LIFE360, INC.","LIFE360, INC.",7374,70,73,737,US,"1900 SOUTH NORFOLK STREET, SUITE 310"
"1581874_TERRA SECURED INCOME FUND 5, LLC","TERRA SECURED INCOME FUND 5, LLC",6798,60,67,679,US,805 THIRD AVENUE
1581990_PLAINS GP HOLDINGS LP,PLAINS GP HOLDINGS LP,4610,40,46,461,US,333 CLAY ST
"1582961_DIGITALOCEAN HOLDINGS, INC.","DIGITALOCEAN HOLDINGS, INC.",7370,70,73,737,US,101 AVENUE OF THE AMERICAS
"1583708_SENTINELONE, INC.","SENTINELONE, INC.",7372,70,73,737,US,444 CASTRO STREET
"1583771_HEPION PHARMACEUTICALS, INC.","HEPION PHARMACEUTICALS, INC.",2834,20,28,283,US,399 THORNALL STREET
"1584207_ONEMAIN HOLDINGS, INC.","ONEMAIN HOLDINGS, INC.",6141,60,61,614,US,601 N.W. SECOND STREET
1584509_ARAMARK,ARAMARK,5812,52,58,581,US,2400 MARKET STREET
"1585101_HINES GLOBAL INCOME TRUST, INC.","HINES GLOBAL INCOME TRUST, INC.",6798,60,67,679,US,845 TEXAS AVENUE
1585364_PERRIGO CO PLC,PERRIGO CO PLC,2834,20,28,283,IE,THE SHARP BUILDING
"1585521_ZOOM VIDEO COMMUNICATIONS, INC.","ZOOM VIDEO COMMUNICATIONS, INC.",7370,70,73,737,US,"55 ALMADEN BOULEVARD, 6TH FLOOR"
1585689_HILTON WORLDWIDE HOLDINGS INC.,HILTON WORLDWIDE HOLDINGS INC.,7011,70,70,701,US,"7930 JONES BRANCH DRIVE, SUITE 1100"
1587264_ENETI INC.,ENETI INC.,4412,40,44,441,MC,"9, BOULEVARD CHARLES III"
1587523_KNOWLES CORP,KNOWLES CORP,3651,20,36,365,US,1151 MAPLEWOOD DRIVE
"1587732_ONE GAS, INC.","ONE GAS, INC.",4924,40,49,492,US,15 EAST FIFTH STREET
"1587987_NEWTEKONE, INC.","NEWTEKONE, INC.",6021,60,60,602,US,4800 T REX AVENUE
1588978_PROCEPT BIOROBOTICS CORP,PROCEPT BIOROBOTICS CORP,3841,20,38,384,US,900 ISLAND DRIVE
1589526_BLUE BIRD CORP,BLUE BIRD CORP,3713,20,37,371,US,3920 ARKWRIGHT ROAD
1590364_FTAI AVIATION LTD.,FTAI AVIATION LTD.,7350,70,73,735,US,1345 AVENUE OF THE AMERICAS
1590584_CIVEO CORP,CIVEO CORP,7000,70,70,700,US,THREE ALLEN CENTER
1590714_ELEMENT SOLUTIONS INC,ELEMENT SOLUTIONS INC,2890,20,28,289,US,500 EAST BROWARD BOULEVARD
"1590750_VIRIDIAN THERAPEUTICS, INC.DE","VIRIDIAN THERAPEUTICS, INC.DE",8071,70,80,807,US,203 CRESCENT STREET
"1590895_CAESARS ENTERTAINMENT, INC.","CAESARS ENTERTAINMENT, INC.",7011,70,70,701,US,"100 WEST LIBERTY STREET, 12TH FLOOR"
"1590976_MALIBU BOATS, INC.","MALIBU BOATS, INC.",3730,20,37,373,US,5075 KIMBERLY WAY
1591698_PAYLOCITY HOLDING CORP,PAYLOCITY HOLDING CORP,7372,70,73,737,US,1400 AMERICAN LANE
1591956_SPHERE 3D CORP.,SPHERE 3D CORP.,6199,60,61,619,US,4 GREENWICH OFFICE PARK
"1592000_ENLINK MIDSTREAM, LLC","ENLINK MIDSTREAM, LLC",4922,40,49,492,US,"1722 ROUTH STREET, SUITE 1300"
"1592016_AGROFRESH SOLUTIONS, INC.","AGROFRESH SOLUTIONS, INC.",2870,20,28,287,US,100 S. INDEPENDENCE MALL WEST
1592057_ENVIVA INC.,ENVIVA INC.,2400,20,24,240,US,7272 WISCONSIN AVE.
"1592386_VIRTU FINANCIAL, INC.","VIRTU FINANCIAL, INC.",6211,60,62,621,US,1633 BROADWAY
1593034_ENDO INTERNATIONAL PLC,ENDO INTERNATIONAL PLC,2834,20,28,283,IE,"MINERVA HOUSE, SIMMONSCOURT ROAD"
"1593275_HAMILTON INSURANCE GROUP, LTD.","HAMILTON INSURANCE GROUP, LTD.",6331,60,63,633,BM,"WELLESLEY HOUSE NORTH, 1ST FLOOR"
1594805_SHOPIFY INC.,SHOPIFY INC.,7372,70,73,737,CA,151 O'CONNOR STREET
1595527_AMERICAN STRATEGIC INVESTMENT CO.,AMERICAN STRATEGIC INVESTMENT CO.,6798,60,67,679,US,650 FIFTH AVE
"1595974_MAGNITE, INC.","MAGNITE, INC.",7370,70,73,737,US,1250 BROADWAY
"1596532_ARISTA NETWORKS, INC.","ARISTA NETWORKS, INC.",3576,20,35,357,US,5453 GREAT AMERICA PARKWAY
"1596783_CATALENT, INC.","CATALENT, INC.",2834,20,28,283,US,14 SCHOOLHOUSE ROAD
"1596961_RUMBLEON, INC.","RUMBLEON, INC.",7371,70,73,737,US,901 W. WALNUT HILL LANE
1596993_DORIAN LPG LTD.,DORIAN LPG LTD.,4412,40,44,441,US,27 SIGNAL ROAD
1597033_SABRE CORP,SABRE CORP,7370,70,73,737,US,3150 SABRE DRIVE
1597672_RAYONIER ADVANCED MATERIALS INC.,RAYONIER ADVANCED MATERIALS INC.,2611,20,26,261,US,1301 RIVERPLACE BOULEVARD
1599298_SUMMIT THERAPEUTICS INC.,SUMMIT THERAPEUTICS INC.,2834,20,28,283,US,2882 SAND HILL ROAD
1599489_VERITIV CORP,VERITIV CORP,5110,50,51,511,US,1000 ABERNATHY ROAD NE
"1599901_AVIDITY BIOSCIENCES, INC.","AVIDITY BIOSCIENCES, INC.",2834,20,28,283,US,10578 SCIENCE CENTER DRIVE
"1765826_BLUBUZZARD, INC.","BLUBUZZARD, INC.",6770,60,67,677,US,640 DOUGLAS AVENUE
"1634293_EXCEED WORLD, INC.","EXCEED WORLD, INC.",8200,70,82,820,JP,"1-23-38-6F, ESAKACHO, SUITA-SHI"
"1811530_NEXT MEATS HOLDINGS, INC.","NEXT MEATS HOLDINGS, INC.",2000,20,20,200,JP,3F 1-16-13 EBISU MINAMI
"1883083_GPL HOLDINGS, INC.","GPL HOLDINGS, INC.",6770,60,67,677,US,"433 ESTUDILLO AVENUE, SUITE 206"
"1702015_AIS HOLDINGS GROUP, INC.","AIS HOLDINGS GROUP, INC.",6770,60,67,677,JP,"2-41-7-336, SHINSAKAE, NAKA-KU"
"1874138_SPARX HOLDINGS GROUP, INC.","SPARX HOLDINGS GROUP, INC.",3585,20,35,358,US,"780 RESERVOIR AVENUE, #123"
"1882781_C2 BLOCKCHAIN,INC.","C2 BLOCKCHAIN,INC.",6770,60,67,677,US,123 SE 3RD AVE. #130
"1813744_WORLD SCAN PROJECT, INC.","WORLD SCAN PROJECT, INC.",5045,50,50,504,JP,"2-18-23, NISHIWASEDA"
"1857910_DR. FOODS, INC.","DR. FOODS, INC.",6770,60,67,677,JP,3F K MINAMIAOYAMA
"1888846_ULTIMATE HOLDINGS GROUP, INC.","ULTIMATE HOLDINGS GROUP, INC.",6770,60,67,677,US,"780 RESERVOIR AVENUE, #123"
"1627469_PHOTOZOU HOLDINGS, INC.","PHOTOZOU HOLDINGS, INC.",7310,70,73,731,JP,"4-30-4F, YOTSUYA, SHINJUKU-KU"
"1880249_PERFECT SOLUTIONS GROUP, INC.","PERFECT SOLUTIONS GROUP, INC.",6770,60,67,677,JP,3F KS MINAMIAOYAMA
"1818152_ZENTRUM HOLDINGS, INC.","ZENTRUM HOLDINGS, INC.",4899,40,48,489,JP,"4-30-4F, YOTSUYA"
"1787412_WB BURGERS ASIA, INC.","WB BURGERS ASIA, INC.",5812,52,58,581,JP,3F KS MINAMIAOYAMA 6-6-20 MINAMIAOYAMA
"1880249_WECAPITAL HOLDINGS, INC.","WECAPITAL HOLDINGS, INC.",6770,60,67,677,JP,3F ARISTO TORANOMON
"1600033_E.L.F. BEAUTY, INC.","E.L.F. BEAUTY, INC.",2844,20,28,284,US,570 10TH STREET
1600620_AURINIA PHARMACEUTICALS INC.,AURINIA PHARMACEUTICALS INC.,2834,20,28,283,CA,"#140, 14315 - 118 AVENUE"
1600626_PEAKSTONE REALTY TRUST,PEAKSTONE REALTY TRUST,6798,60,67,679,0,0
"1600641_1STDIBS.COM, INC.","1STDIBS.COM, INC.",5961,52,59,596,US,51 ASTOR PLACE
"1601046_KEYSIGHT TECHNOLOGIES, INC.","KEYSIGHT TECHNOLOGIES, INC.",3823,20,38,382,US,1400 FOUNTAINGROVE PARKWAY
"1601485_ELICIO THERAPEUTICS, INC.","ELICIO THERAPEUTICS, INC.",2834,20,28,283,US,"451 D STREET, 5TH FLOOR"
"1601548_V2X, INC.","V2X, INC.",8744,70,87,874,US,7901 JONES BRANCH DRIVE
1601712_SYNCHRONY FINANCIAL,SYNCHRONY FINANCIAL,6199,60,61,619,US,777 LONG RIDGE ROAD
"1601830_RECURSION PHARMACEUTICALS, INC.","RECURSION PHARMACEUTICALS, INC.",2836,20,28,283,US,41S RIO GRANDE STREET
1602065_VIPER ENERGY PARTNERS LP,VIPER ENERGY PARTNERS LP,1311,10,13,131,US,500 WEST TEXAS AVENUE
"1603145_NEXTERA ENERGY PARTNERS, LP","NEXTERA ENERGY PARTNERS, LP",4911,40,49,491,US,700 UNIVERSE BOULEVARD
"1603756_AXONICS, INC.","AXONICS, INC.",3841,20,38,384,US,26 TECHNOLOGY DRIVE
1603923_WEATHERFORD INTERNATIONAL PLC,WEATHERFORD INTERNATIONAL PLC,3533,20,35,353,US,2000 ST. JAMES PLACE
"1604028_ADVANCED DRAINAGE SYSTEMS, INC.","ADVANCED DRAINAGE SYSTEMS, INC.",3086,20,30,308,US,4640 TRUEMAN BOULEVARD
1604643_EVOQUA WATER TECHNOLOGIES CORP.,EVOQUA WATER TECHNOLOGIES CORP.,3580,20,35,358,US,210 SIXTH AVENUE
1604665_WESTLAKE CHEMICAL PARTNERS LP,WESTLAKE CHEMICAL PARTNERS LP,2860,20,28,286,US,2801 POST OAK BOULEVARD
1604738_ASHFORD INC.,ASHFORD INC.,8742,70,87,874,US,14185 DALLAS PARKWAY
"1604778_QORVO, INC.","QORVO, INC.",3674,20,36,367,US,7628 THORNDIKE ROAD
"1605301_CB FINANCIAL SERVICES, INC.","CB FINANCIAL SERVICES, INC.",6022,60,60,602,US,100 NORTH MARKET STREET
"1606268_VIA RENEWABLES, INC.","VIA RENEWABLES, INC.",4931,40,49,493,US,12140 WICKCHESTER LANE
"1606366_EL POLLO LOCO HOLDINGS, INC.","EL POLLO LOCO HOLDINGS, INC.",5812,52,58,581,US,3535 HARBOR BOULEVARD
"1606498_AVANOS MEDICAL, INC.","AVANOS MEDICAL, INC.",3842,20,38,384,US,5405 WINDWARD PARKWAY
"1606757_KIMBALL ELECTRONICS, INC.","KIMBALL ELECTRONICS, INC.",3672,20,36,367,US,1205 KIMBALL BLVD.
1606909_PANGAEA LOGISTICS SOLUTIONS LTD.,PANGAEA LOGISTICS SOLUTIONS LTD.,4412,40,44,441,US,109 LONG WHARF
1818674_SYBLEU INC,SYBLEU INC,2834,20,28,283,US,109 EAST 17TH STREET SUITE 460
1589150_REGEN BIOPHARMA INC,REGEN BIOPHARMA INC,2834,20,28,283,US,4700 SPRING ST #304
1751707_UNITED EXPRESS INC.,UNITED EXPRESS INC.,4700,40,47,470,US,4345 W. POST RD
773318_VERITEC INC,VERITEC INC,8741,70,87,874,US,1163 KURSE ST
1683131_FORZA INNOVATIONS INC,FORZA INNOVATIONS INC,3442,20,34,344,US,406 9TH AVENUE
"1839285_HEALTHCARE TRIANGLE, INC.","HEALTHCARE TRIANGLE, INC.",7373,70,73,737,US,4309 HACIENDA DR.
"1811109_APPLIED UV, INC.","APPLIED UV, INC.",3640,20,36,364,US,150 N. MACQUESTEN PKWY
1113313_ARVANA INC,ARVANA INC,6770,60,67,677,US,299 S. MAIN STREET
"1607939_UDEMY, INC.","UDEMY, INC.",8200,70,82,820,US,600 HARRISON STREET
"1609151_WEAVE COMMUNICATIONS, INC.","WEAVE COMMUNICATIONS, INC.",7372,70,73,737,US,1331 W POWELL WAY
1609253_CALIFORNIA RESOURCES CORP,CALIFORNIA RESOURCES CORP,1311,10,13,131,US,1 WORLD TRADE CENTER
"1609550_INSPIRE MEDICAL SYSTEMS, INC.","INSPIRE MEDICAL SYSTEMS, INC.",3841,20,38,384,US,5500 WAYZATA BLVD
1609711_GODADDY INC.,GODADDY INC.,7373,70,73,737,US,2155 E. GODADDY WAY
1609804_ORION ENGINEERED CARBONS S.A.,ORION ENGINEERED CARBONS S.A.,2890,20,28,289,US,"1700 CITY PLAZA DRIVE, SUITE 300"
1609804_ORION S.A.,ORION S.A.,2890,20,28,289,US,"1700 CITY PLAZA DRIVE, SUITE 300"
"1610618_CIDARA THERAPEUTICS, INC.","CIDARA THERAPEUTICS, INC.",2836,20,28,283,US,6310 NANCY RIDGE DRIVE
1610682_USD PARTNERS LP,USD PARTNERS LP,4013,40,40,401,US,811 MAIN STREET
1611547_URBAN EDGE PROPERTIES,URBAN EDGE PROPERTIES,6500,60,65,650,US,210 ROUTE 4 EAST
1612630_JOINT CORP,JOINT CORP,6794,60,67,679,US,16767 N PERIMETER DRIVE
1613103_MEDTRONIC PLC,MEDTRONIC PLC,3845,20,38,384,IE,"20 ON HATCH, LOWER HATCH STREET"
"1614178_YEXT, INC.","YEXT, INC.",7374,70,73,737,US,61 NINTH AVENUE
1615055_ISOPLEXIS CORP,ISOPLEXIS CORP,3826,20,38,382,US,35 NE INDUSTRIAL ROAD
"1615219_SALARIUS PHARMACEUTICALS, INC.","SALARIUS PHARMACEUTICALS, INC.",2834,20,28,283,US,2450 HOLCOMBE BLVD
"1616000_XENIA HOTELS & RESORTS, INC.","XENIA HOTELS & RESORTS, INC.",7011,70,70,701,US,"200 S. ORANGE AVENUE, SUITE 2700"
1616318_VISTA OUTDOOR INC.,VISTA OUTDOOR INC.,3480,20,34,348,US,1 VISTA WAY
1616707_WAYFAIR INC.,WAYFAIR INC.,5961,52,59,596,US,4 COPLEY PLACE
"1616741_PATRIOT TRANSPORTATION HOLDING, INC.","PATRIOT TRANSPORTATION HOLDING, INC.",4210,40,42,421,US,200 W. FORSYTH ST.
1616862_AXALTA COATING SYSTEMS LTD.,AXALTA COATING SYSTEMS LTD.,2851,20,28,285,US,50 APPLIED BANK BOULEVARD
1617242_KEARNY FINANCIAL CORP.,KEARNY FINANCIAL CORP.,6035,60,60,603,US,120 PASSAIC AVENUE
"1617553_ZIPRECRUITER, INC.","ZIPRECRUITER, INC.",7370,70,73,737,US,604 ARIZONA AVENUE
"1617640_ZILLOW GROUP, INC.","ZILLOW GROUP, INC.",7389,70,73,738,US,"1301 SECOND AVENUE, FLOOR 31"
1285785_MOSAIC CO,MOSAIC CO,2870,20,28,287,US,101 EAST KENNEDY BLVD.
1618755_RESTAURANT BRANDS INTERNATIONAL LIMITED PARTNERSHIP,RESTAURANT BRANDS INTERNATIONAL LIMITED PARTNERSHIP,5812,52,58,581,CA,130 KING STREET WEST
1618756_RESTAURANT BRANDS INTERNATIONAL INC.,RESTAURANT BRANDS INTERNATIONAL INC.,5812,52,58,581,CA,130 KING STREET WEST
"1618921_WALGREENS BOOTS ALLIANCE, INC.","WALGREENS BOOTS ALLIANCE, INC.",5912,52,59,591,US,108 WILMOT ROAD
1619762_INTERNATIONAL GAME TECHNOLOGY PLC,INTERNATIONAL GAME TECHNOLOGY PLC,7990,70,79,799,GB,10 FINSBURY SQUARE
"1619856_CARIBOU BIOSCIENCES, INC.","CARIBOU BIOSCIENCES, INC.",2836,20,28,283,US,"2929 7TH STREET, SUITE 105"
"1620459_JAMES RIVER GROUP HOLDINGS, LTD.","JAMES RIVER GROUP HOLDINGS, LTD.",6331,60,63,633,BM,90 PITTS BAY ROAD
1620533_SHAKE SHACK INC.,SHAKE SHACK INC.,5810,52,58,581,US,225 VARICK STREET
"1624794_CSW INDUSTRIALS, INC.","CSW INDUSTRIALS, INC.",2891,20,28,289,US,5420 LYNDON B. JOHNSON FREEWAY
"1625278_NERDWALLET, INC.","NERDWALLET, INC.",7374,70,73,737,US,55 HAWTHORNE STREET
"1625641_CS DISCO, INC.","CS DISCO, INC.",7372,70,73,737,US,111 CONGRESS AVE
"1626199_ALPINE IMMUNE SCIENCES, INC.","ALPINE IMMUNE SCIENCES, INC.",2834,20,28,283,US,"188 EAST BLAINE ST., SUITE 200"
1627282_CALIBERCOS INC.,CALIBERCOS INC.,6500,60,65,650,US,8901 E. MOUNTAIN VIEW RD.
"1627475_UPWORK, INC","UPWORK, INC",7374,70,73,737,US,475 BRANNAN STREET
"1616533_SMART GLOBAL HOLDINGS, INC.","SMART GLOBAL HOLDINGS, INC.",3674,20,36,367,US,39870 EUREKA DRIVE
"1353538_APPGATE, INC.","APPGATE, INC.",7372,70,73,737,US,"2 ALHAMBRA PLAZA, SUITE PH-1-B"
920760_LENNAR CORP /NEW/,LENNAR CORP /NEW/,1520,15,15,152,US,5505 BLUE LAGOON DRIVE
"1824293_VALLON PHARMACEUTICALS, INC.","VALLON PHARMACEUTICALS, INC.",2834,20,28,283,US,TWO LOGAN SQUARE
"350868_ITERIS, INC.","ITERIS, INC.",3669,20,36,366,US,1250 S. CAPITAL OF TEXAS HWY.
1078075_NETSCOUT SYSTEMS INC,NETSCOUT SYSTEMS INC,7373,70,73,737,US,310 LITTLETON ROAD
"1308547_DOLBY LABORATORIES, INC.","DOLBY LABORATORIES, INC.",6794,60,67,679,US,1275 MARKET STREET
1097864_ON SEMICONDUCTOR CORP,ON SEMICONDUCTOR CORP,3674,20,36,367,US,5005 EAST MCDOWELL ROAD
"879407_ARROWHEAD PHARMACEUTICALS, INC.","ARROWHEAD PHARMACEUTICALS, INC.",2834,20,28,283,US,177 E COLORADO BLVD
946581_TAKE TWO INTERACTIVE SOFTWARE INC,TAKE TWO INTERACTIVE SOFTWARE INC,7372,70,73,737,US,110 WEST 44TH STREET
1581280_TWIST BIOSCIENCE CORP,TWIST BIOSCIENCE CORP,2836,20,28,283,US,681 GATEWAY BLVD.
